model,condition,seed,class_id,action,support,clean_accuracy,accuracy
ctrgcn,mixed_mild,255,25,hopping (one foot jumping),275,0.9891,0.6509
ctrgcn,mixed_mild,255,26,jump up,276,1.0,0.7319
ctrgcn,mixed_mild,255,27,make a phone call/answer phone,275,0.9079,0.3564
ctrgcn,mixed_mild,255,28,playing with phone/tablet,275,0.6958,0.2436
ctrgcn,mixed_mild,255,29,typing on a keyboard,275,0.737,0.4364
ctrgcn,mixed_mild,255,30,pointing to something with finger,276,0.7862,0.5761
ctrgcn,mixed_mild,255,31,taking a selfie,276,0.8889,0.5616
ctrgcn,mixed_mild,255,32,check time (from watch),276,0.901,0.5906
ctrgcn,mixed_mild,255,33,rub two hands together,276,0.9034,0.3804
ctrgcn,mixed_mild,255,34,nod head/bow,276,0.971,0.7899
ctrgcn,mixed_mild,255,35,shake head,275,0.9503,0.3127
ctrgcn,mixed_mild,255,36,wipe face,276,0.8551,0.2862
ctrgcn,mixed_mild,255,37,salute,276,0.93,0.7428
ctrgcn,mixed_mild,255,38,put the palms together,276,0.9239,0.5109
ctrgcn,mixed_mild,255,39,cross hands in front (say stop),276,0.936,0.721
ctrgcn,mixed_mild,255,40,sneeze/cough,276,0.7403,0.337
ctrgcn,mixed_mild,255,41,staggering,276,0.9867,0.5616
ctrgcn,mixed_mild,255,42,falling,275,0.9939,0.8436
ctrgcn,mixed_mild,255,43,touch head (headache),276,0.8345,0.3768
ctrgcn,mixed_mild,255,44,touch chest (stomachache/heart pain),276,0.9215,0.6087
ctrgcn,mixed_mild,255,45,touch back (backache),276,0.9444,0.4167
ctrgcn,mixed_mild,255,46,touch neck (neckache),276,0.8502,0.3297
ctrgcn,mixed_mild,255,47,nausea or vomiting condition,275,0.8497,0.5091
ctrgcn,mixed_mild,255,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.7818
ctrgcn,mixed_mild,255,49,punching/slapping other person,274,0.9112,0.5438
ctrgcn,mixed_mild,255,50,kicking other person,276,0.9541,0.4529
ctrgcn,mixed_mild,255,51,pushing other person,276,0.9722,0.4746
ctrgcn,mixed_mild,255,52,pat on back of other person,276,0.9143,0.5688
ctrgcn,mixed_mild,255,53,point finger at the other person,276,0.913,0.6014
ctrgcn,mixed_mild,255,54,hugging other person,274,0.9878,0.7263
ctrgcn,mixed_mild,255,55,giving something to other person,276,0.9372,0.4565
ctrgcn,mixed_mild,255,56,touch other person's pocket,275,0.9382,0.4873
ctrgcn,mixed_mild,255,57,handshaking,276,0.9589,0.5507
ctrgcn,mixed_mild,255,58,walking towards each other,273,0.9963,0.7839
ctrgcn,mixed_mild,255,59,walking apart from each other,276,0.9638,0.7754
ctrgcn,mixed_mild,2026,0,drink water,274,0.8601,0.5876
ctrgcn,mixed_mild,2026,1,eat meal/snack,275,0.7261,0.4364
ctrgcn,mixed_mild,2026,2,brushing teeth,273,0.873,0.4982
ctrgcn,mixed_mild,2026,3,brushing hair,273,0.917,0.4249
ctrgcn,mixed_mild,2026,4,drop,275,0.8873,0.8218
ctrgcn,mixed_mild,2026,5,pickup,275,0.9697,0.6982
ctrgcn,mixed_mild,2026,6,throw,275,0.9321,0.6873
ctrgcn,mixed_mild,2026,7,sitting down,273,0.9683,0.6996
ctrgcn,mixed_mild,2026,8,standing up (from sitting position),273,0.9792,0.8352
ctrgcn,mixed_mild,2026,9,clapping,273,0.7741,0.5495
ctrgcn,mixed_mild,2026,10,reading,273,0.6496,0.3223
ctrgcn,mixed_mild,2026,11,writing,272,0.6201,0.2904
ctrgcn,mixed_mild,2026,12,tear up paper,271,0.9213,0.6015
ctrgcn,mixed_mild,2026,13,wear jacket,275,0.9782,0.7236
ctrgcn,mixed_mild,2026,14,take off jacket,276,0.9843,0.7065
ctrgcn,mixed_mild,2026,15,wear a shoe,273,0.8083,0.381
ctrgcn,mixed_mild,2026,16,take off a shoe,274,0.8382,0.4416
ctrgcn,mixed_mild,2026,17,wear on glasses,273,0.9084,0.6447
ctrgcn,mixed_mild,2026,18,take off glasses,274,0.944,0.7883
ctrgcn,mixed_mild,2026,19,put on a hat/cap,272,0.9596,0.4779
ctrgcn,mixed_mild,2026,20,take off a hat/cap,273,0.9744,0.6996
ctrgcn,mixed_mild,2026,21,cheer up,274,0.9258,0.6277
ctrgcn,mixed_mild,2026,22,hand waving,274,0.9173,0.7007
ctrgcn,mixed_mild,2026,23,kicking something,276,0.9529,0.4601
ctrgcn,mixed_mild,2026,24,reach into pocket,274,0.8358,0.3321
ctrgcn,mixed_mild,2026,25,hopping (one foot jumping),275,0.9891,0.6291
ctrgcn,mixed_mild,2026,26,jump up,276,1.0,0.9022
ctrgcn,mixed_mild,2026,27,make a phone call/answer phone,275,0.9079,0.3891
ctrgcn,mixed_mild,2026,28,playing with phone/tablet,275,0.6958,0.3273
ctrgcn,mixed_mild,2026,29,typing on a keyboard,275,0.737,0.4618
ctrgcn,mixed_mild,2026,30,pointing to something with finger,276,0.7862,0.5942
ctrgcn,mixed_mild,2026,31,taking a selfie,276,0.8889,0.4819
ctrgcn,mixed_mild,2026,32,check time (from watch),276,0.901,0.558
ctrgcn,mixed_mild,2026,33,rub two hands together,276,0.9034,0.4203
ctrgcn,mixed_mild,2026,34,nod head/bow,276,0.971,0.692
ctrgcn,mixed_mild,2026,35,shake head,275,0.9503,0.3164
ctrgcn,mixed_mild,2026,36,wipe face,276,0.8551,0.2246
ctrgcn,mixed_mild,2026,37,salute,276,0.93,0.7319
ctrgcn,mixed_mild,2026,38,put the palms together,276,0.9239,0.5543
ctrgcn,mixed_mild,2026,39,cross hands in front (say stop),276,0.936,0.7101
ctrgcn,mixed_mild,2026,40,sneeze/cough,276,0.7403,0.3623
ctrgcn,mixed_mild,2026,41,staggering,276,0.9867,0.3804
ctrgcn,mixed_mild,2026,42,falling,275,0.9939,0.8036
ctrgcn,mixed_mild,2026,43,touch head (headache),276,0.8345,0.4094
ctrgcn,mixed_mild,2026,44,touch chest (stomachache/heart pain),276,0.9215,0.6377
ctrgcn,mixed_mild,2026,45,touch back (backache),276,0.9444,0.5725
ctrgcn,mixed_mild,2026,46,touch neck (neckache),276,0.8502,0.2899
ctrgcn,mixed_mild,2026,47,nausea or vomiting condition,275,0.8497,0.4764
ctrgcn,mixed_mild,2026,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.8727
ctrgcn,mixed_mild,2026,49,punching/slapping other person,274,0.9112,0.4197
ctrgcn,mixed_mild,2026,50,kicking other person,276,0.9541,0.3986
ctrgcn,mixed_mild,2026,51,pushing other person,276,0.9722,0.4167
ctrgcn,mixed_mild,2026,52,pat on back of other person,276,0.9143,0.4964
ctrgcn,mixed_mild,2026,53,point finger at the other person,276,0.913,0.663
ctrgcn,mixed_mild,2026,54,hugging other person,274,0.9878,0.6642
ctrgcn,mixed_mild,2026,55,giving something to other person,276,0.9372,0.4855
ctrgcn,mixed_mild,2026,56,touch other person's pocket,275,0.9382,0.6
ctrgcn,mixed_mild,2026,57,handshaking,276,0.9589,0.442
ctrgcn,mixed_mild,2026,58,walking towards each other,273,0.9963,0.5165
ctrgcn,mixed_mild,2026,59,walking apart from each other,276,0.9638,0.9239
ctrgcn,mixed_mild,3407,0,drink water,274,0.8601,0.6241
ctrgcn,mixed_mild,3407,1,eat meal/snack,275,0.7261,0.4836
ctrgcn,mixed_mild,3407,2,brushing teeth,273,0.873,0.3516
ctrgcn,mixed_mild,3407,3,brushing hair,273,0.917,0.4359
ctrgcn,mixed_mild,3407,4,drop,275,0.8873,0.7418
ctrgcn,mixed_mild,3407,5,pickup,275,0.9697,0.7345
ctrgcn,mixed_mild,3407,6,throw,275,0.9321,0.72
ctrgcn,mixed_mild,3407,7,sitting down,273,0.9683,0.8242
ctrgcn,mixed_mild,3407,8,standing up (from sitting position),273,0.9792,0.8278
ctrgcn,mixed_mild,3407,9,clapping,273,0.7741,0.4725
ctrgcn,mixed_mild,3407,10,reading,273,0.6496,0.2601
ctrgcn,mixed_mild,3407,11,writing,272,0.6201,0.3529
ctrgcn,mixed_mild,3407,12,tear up paper,271,0.9213,0.5904
ctrgcn,mixed_mild,3407,13,wear jacket,275,0.9782,0.7236
ctrgcn,mixed_mild,3407,14,take off jacket,276,0.9843,0.6449
ctrgcn,mixed_mild,3407,15,wear a shoe,273,0.8083,0.37
ctrgcn,mixed_mild,3407,16,take off a shoe,274,0.8382,0.5365
ctrgcn,mixed_mild,3407,17,wear on glasses,273,0.9084,0.663
ctrgcn,mixed_mild,3407,18,take off glasses,274,0.944,0.6204
ctrgcn,mixed_mild,3407,19,put on a hat/cap,272,0.9596,0.6765
ctrgcn,mixed_mild,3407,20,take off a hat/cap,273,0.9744,0.6813
ctrgcn,mixed_mild,3407,21,cheer up,274,0.9258,0.6825
ctrgcn,mixed_mild,3407,22,hand waving,274,0.9173,0.6241
ctrgcn,mixed_mild,3407,23,kicking something,276,0.9529,0.5471
ctrgcn,mixed_mild,3407,24,reach into pocket,274,0.8358,0.3504
ctrgcn,mixed_mild,3407,25,hopping (one foot jumping),275,0.9891,0.7127
ctrgcn,mixed_mild,3407,26,jump up,276,1.0,0.8478
ctrgcn,mixed_mild,3407,27,make a phone call/answer phone,275,0.9079,0.4145
ctrgcn,mixed_mild,3407,28,playing with phone/tablet,275,0.6958,0.3236
ctrgcn,mixed_mild,3407,29,typing on a keyboard,275,0.737,0.3891
ctrgcn,mixed_mild,3407,30,pointing to something with finger,276,0.7862,0.5833
ctrgcn,mixed_mild,3407,31,taking a selfie,276,0.8889,0.5833
ctrgcn,mixed_mild,3407,32,check time (from watch),276,0.901,0.4928
ctrgcn,mixed_mild,3407,33,rub two hands together,276,0.9034,0.5543
ctrgcn,mixed_mild,3407,34,nod head/bow,276,0.971,0.7464
ctrgcn,mixed_mild,3407,35,shake head,275,0.9503,0.3564
ctrgcn,mixed_mild,3407,36,wipe face,276,0.8551,0.2899
ctrgcn,mixed_mild,3407,37,salute,276,0.93,0.6594
ctrgcn,mixed_mild,3407,38,put the palms together,276,0.9239,0.587
ctrgcn,mixed_mild,3407,39,cross hands in front (say stop),276,0.936,0.7391
ctrgcn,mixed_mild,3407,40,sneeze/cough,276,0.7403,0.2899
ctrgcn,mixed_mild,3407,41,staggering,276,0.9867,0.3804
ctrgcn,mixed_mild,3407,42,falling,275,0.9939,0.8909
ctrgcn,mixed_mild,3407,43,touch head (headache),276,0.8345,0.308
ctrgcn,mixed_mild,3407,44,touch chest (stomachache/heart pain),276,0.9215,0.6014
ctrgcn,mixed_mild,3407,45,touch back (backache),276,0.9444,0.6232
ctrgcn,mixed_mild,3407,46,touch neck (neckache),276,0.8502,0.3116
ctrgcn,mixed_mild,3407,47,nausea or vomiting condition,275,0.8497,0.4582
ctrgcn,mixed_mild,3407,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.8473
ctrgcn,mixed_mild,3407,49,punching/slapping other person,274,0.9112,0.4927
ctrgcn,mixed_mild,3407,50,kicking other person,276,0.9541,0.4058
ctrgcn,mixed_mild,3407,51,pushing other person,276,0.9722,0.5543
ctrgcn,mixed_mild,3407,52,pat on back of other person,276,0.9143,0.413
ctrgcn,mixed_mild,3407,53,point finger at the other person,276,0.913,0.6268
ctrgcn,mixed_mild,3407,54,hugging other person,274,0.9878,0.8321
ctrgcn,mixed_mild,3407,55,giving something to other person,276,0.9372,0.6232
ctrgcn,mixed_mild,3407,56,touch other person's pocket,275,0.9382,0.5964
ctrgcn,mixed_mild,3407,57,handshaking,276,0.9589,0.4783
ctrgcn,mixed_mild,3407,58,walking towards each other,273,0.9963,0.7436
ctrgcn,mixed_mild,3407,59,walking apart from each other,276,0.9638,0.8442
ctrgcn,joint_missing_moderate,255,0,drink water,274,0.8601,0.0146
ctrgcn,joint_missing_moderate,255,1,eat meal/snack,275,0.7261,0.1164
ctrgcn,joint_missing_moderate,255,2,brushing teeth,273,0.873,0.033
ctrgcn,joint_missing_moderate,255,3,brushing hair,273,0.917,0.0696
ctrgcn,joint_missing_moderate,255,4,drop,275,0.8873,0.0473
ctrgcn,joint_missing_moderate,255,5,pickup,275,0.9697,0.0327
ctrgcn,joint_missing_moderate,255,6,throw,275,0.9321,0.4073
ctrgcn,joint_missing_moderate,255,7,sitting down,273,0.9683,0.0513
ctrgcn,joint_missing_moderate,255,8,standing up (from sitting position),273,0.9792,0.1978
ctrgcn,joint_missing_moderate,255,9,clapping,273,0.7741,0.1868
ctrgcn,joint_missing_moderate,255,10,reading,273,0.6496,0.011
ctrgcn,joint_missing_moderate,255,11,writing,272,0.6201,0.364
ctrgcn,joint_missing_moderate,255,12,tear up paper,271,0.9213,0.214
ctrgcn,joint_missing_moderate,255,13,wear jacket,275,0.9782,0.5382
ctrgcn,joint_missing_moderate,255,14,take off jacket,276,0.9843,0.0761
ctrgcn,joint_missing_moderate,255,15,wear a shoe,273,0.8083,0.0147
ctrgcn,joint_missing_moderate,255,16,take off a shoe,274,0.8382,0.0073
ctrgcn,joint_missing_moderate,255,17,wear on glasses,273,0.9084,0.0183
ctrgcn,joint_missing_moderate,255,18,take off glasses,274,0.944,0.2664
ctrgcn,joint_missing_moderate,255,19,put on a hat/cap,272,0.9596,0.4154
ctrgcn,joint_missing_moderate,255,20,take off a hat/cap,273,0.9744,0.1941
ctrgcn,joint_missing_moderate,255,21,cheer up,274,0.9258,0.0985
ctrgcn,joint_missing_moderate,255,22,hand waving,274,0.9173,0.2044
ctrgcn,joint_missing_moderate,255,23,kicking something,276,0.9529,0.0145
ctrgcn,joint_missing_moderate,255,24,reach into pocket,274,0.8358,0.0219
ctrgcn,joint_missing_moderate,255,25,hopping (one foot jumping),275,0.9891,0.0582
ctrgcn,joint_missing_moderate,255,26,jump up,276,1.0,0.0725
ctrgcn,joint_missing_moderate,255,27,make a phone call/answer phone,275,0.9079,0.0
ctrgcn,joint_missing_moderate,255,28,playing with phone/tablet,275,0.6958,0.0982
ctrgcn,joint_missing_moderate,255,29,typing on a keyboard,275,0.737,0.6982
ctrgcn,joint_missing_moderate,255,30,pointing to something with finger,276,0.7862,0.0399
ctrgcn,joint_missing_moderate,255,31,taking a selfie,276,0.8889,0.1159
ctrgcn,joint_missing_moderate,255,32,check time (from watch),276,0.901,0.0906
ctrgcn,joint_missing_moderate,255,33,rub two hands together,276,0.9034,0.2681
ctrgcn,joint_missing_moderate,255,34,nod head/bow,276,0.971,0.6232
ctrgcn,joint_missing_moderate,255,35,shake head,275,0.9503,0.0255
ctrgcn,joint_missing_moderate,255,36,wipe face,276,0.8551,0.558
ctrgcn,joint_missing_moderate,255,37,salute,276,0.93,0.1196
ctrgcn,joint_missing_moderate,255,38,put the palms together,276,0.9239,0.2246
ctrgcn,joint_missing_moderate,255,39,cross hands in front (say stop),276,0.936,0.4565
ctrgcn,joint_missing_moderate,255,40,sneeze/cough,276,0.7403,0.0145
ctrgcn,joint_missing_moderate,255,41,staggering,276,0.9867,0.0
ctrgcn,joint_missing_moderate,255,42,falling,275,0.9939,0.2945
ctrgcn,joint_missing_moderate,255,43,touch head (headache),276,0.8345,0.0761
ctrgcn,joint_missing_moderate,255,44,touch chest (stomachache/heart pain),276,0.9215,0.3442
ctrgcn,joint_missing_moderate,255,45,touch back (backache),276,0.9444,0.0036
ctrgcn,joint_missing_moderate,255,46,touch neck (neckache),276,0.8502,0.0036
ctrgcn,joint_missing_moderate,255,47,nausea or vomiting condition,275,0.8497,0.1709
ctrgcn,joint_missing_moderate,255,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.6873
ctrgcn,joint_missing_moderate,255,49,punching/slapping other person,274,0.9112,0.1679
ctrgcn,joint_missing_moderate,255,50,kicking other person,276,0.9541,0.0
ctrgcn,joint_missing_moderate,255,51,pushing other person,276,0.9722,0.0181
ctrgcn,joint_missing_moderate,255,52,pat on back of other person,276,0.9143,0.5326
ctrgcn,joint_missing_moderate,255,53,point finger at the other person,276,0.913,0.0507
ctrgcn,joint_missing_moderate,255,54,hugging other person,274,0.9878,0.1533
ctrgcn,joint_missing_moderate,255,55,giving something to other person,276,0.9372,0.0036
ctrgcn,joint_missing_moderate,255,56,touch other person's pocket,275,0.9382,0.2255
ctrgcn,joint_missing_moderate,255,57,handshaking,276,0.9589,0.4638
ctrgcn,joint_missing_moderate,255,58,walking towards each other,273,0.9963,0.4322
ctrgcn,joint_missing_moderate,255,59,walking apart from each other,276,0.9638,0.0652
ctrgcn,joint_missing_moderate,2026,0,drink water,274,0.8601,0.2482
ctrgcn,joint_missing_moderate,2026,1,eat meal/snack,275,0.7261,0.1273
ctrgcn,joint_missing_moderate,2026,2,brushing teeth,273,0.873,0.1722
ctrgcn,joint_missing_moderate,2026,3,brushing hair,273,0.917,0.0256
ctrgcn,joint_missing_moderate,2026,4,drop,275,0.8873,0.5636
ctrgcn,joint_missing_moderate,2026,5,pickup,275,0.9697,0.0182
ctrgcn,joint_missing_moderate,2026,6,throw,275,0.9321,0.2473
ctrgcn,joint_missing_moderate,2026,7,sitting down,273,0.9683,0.0037
ctrgcn,joint_missing_moderate,2026,8,standing up (from sitting position),273,0.9792,0.1648
ctrgcn,joint_missing_moderate,2026,9,clapping,273,0.7741,0.37
ctrgcn,joint_missing_moderate,2026,10,reading,273,0.6496,0.1209
ctrgcn,joint_missing_moderate,2026,11,writing,272,0.6201,0.1765
ctrgcn,joint_missing_moderate,2026,12,tear up paper,271,0.9213,0.2952
ctrgcn,joint_missing_moderate,2026,13,wear jacket,275,0.9782,0.2036
ctrgcn,joint_missing_moderate,2026,14,take off jacket,276,0.9843,0.0833
ctrgcn,joint_missing_moderate,2026,15,wear a shoe,273,0.8083,0.0916
ctrgcn,joint_missing_moderate,2026,16,take off a shoe,274,0.8382,0.0036
ctrgcn,joint_missing_moderate,2026,17,wear on glasses,273,0.9084,0.3846
ctrgcn,joint_missing_moderate,2026,18,take off glasses,274,0.944,0.5328
ctrgcn,joint_missing_moderate,2026,19,put on a hat/cap,272,0.9596,0.0662
ctrgcn,joint_missing_moderate,2026,20,take off a hat/cap,273,0.9744,0.3773
ctrgcn,joint_missing_moderate,2026,21,cheer up,274,0.9258,0.0511
ctrgcn,joint_missing_moderate,2026,22,hand waving,274,0.9173,0.146
ctrgcn,joint_missing_moderate,2026,23,kicking something,276,0.9529,0.0072
ctrgcn,joint_missing_moderate,2026,24,reach into pocket,274,0.8358,0.0109
ctrgcn,joint_missing_moderate,2026,25,hopping (one foot jumping),275,0.9891,0.0109
ctrgcn,joint_missing_moderate,2026,26,jump up,276,1.0,0.4565
ctrgcn,joint_missing_moderate,2026,27,make a phone call/answer phone,275,0.9079,0.0691
ctrgcn,joint_missing_moderate,2026,28,playing with phone/tablet,275,0.6958,0.68
ctrgcn,joint_missing_moderate,2026,29,typing on a keyboard,275,0.737,0.1273
ctrgcn,joint_missing_moderate,2026,30,pointing to something with finger,276,0.7862,0.2971
ctrgcn,joint_missing_moderate,2026,31,taking a selfie,276,0.8889,0.1413
ctrgcn,joint_missing_moderate,2026,32,check time (from watch),276,0.901,0.1703
ctrgcn,joint_missing_moderate,2026,33,rub two hands together,276,0.9034,0.2572
ctrgcn,joint_missing_moderate,2026,34,nod head/bow,276,0.971,0.587
ctrgcn,joint_missing_moderate,2026,35,shake head,275,0.9503,0.1055
ctrgcn,joint_missing_moderate,2026,36,wipe face,276,0.8551,0.0217
ctrgcn,joint_missing_moderate,2026,37,salute,276,0.93,0.5109
ctrgcn,joint_missing_moderate,2026,38,put the palms together,276,0.9239,0.3768
ctrgcn,joint_missing_moderate,2026,39,cross hands in front (say stop),276,0.936,0.4167
ctrgcn,joint_missing_moderate,2026,40,sneeze/cough,276,0.7403,0.1123
ctrgcn,joint_missing_moderate,2026,41,staggering,276,0.9867,0.0
ctrgcn,joint_missing_moderate,2026,42,falling,275,0.9939,0.0509
ctrgcn,joint_missing_moderate,2026,43,touch head (headache),276,0.8345,0.0399
ctrgcn,joint_missing_moderate,2026,44,touch chest (stomachache/heart pain),276,0.9215,0.4239
ctrgcn,joint_missing_moderate,2026,45,touch back (backache),276,0.9444,0.0217
ctrgcn,joint_missing_moderate,2026,46,touch neck (neckache),276,0.8502,0.0
ctrgcn,joint_missing_moderate,2026,47,nausea or vomiting condition,275,0.8497,0.3236
ctrgcn,joint_missing_moderate,2026,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.8982
ctrgcn,joint_missing_moderate,2026,49,punching/slapping other person,274,0.9112,0.0036
ctrgcn,joint_missing_moderate,2026,50,kicking other person,276,0.9541,0.0
ctrgcn,joint_missing_moderate,2026,51,pushing other person,276,0.9722,0.0181
ctrgcn,joint_missing_moderate,2026,52,pat on back of other person,276,0.9143,0.0725
ctrgcn,joint_missing_moderate,2026,53,point finger at the other person,276,0.913,0.2029
ctrgcn,joint_missing_moderate,2026,54,hugging other person,274,0.9878,0.1277
ctrgcn,joint_missing_moderate,2026,55,giving something to other person,276,0.9372,0.0109
ctrgcn,joint_missing_moderate,2026,56,touch other person's pocket,275,0.9382,0.4109
ctrgcn,joint_missing_moderate,2026,57,handshaking,276,0.9589,0.0109
ctrgcn,joint_missing_moderate,2026,58,walking towards each other,273,0.9963,0.044
ctrgcn,joint_missing_moderate,2026,59,walking apart from each other,276,0.9638,0.7428
ctrgcn,joint_missing_moderate,3407,0,drink water,274,0.8601,0.2774
ctrgcn,joint_missing_moderate,3407,1,eat meal/snack,275,0.7261,0.3455
ctrgcn,joint_missing_moderate,3407,2,brushing teeth,273,0.873,0.0256
ctrgcn,joint_missing_moderate,3407,3,brushing hair,273,0.917,0.0183
ctrgcn,joint_missing_moderate,3407,4,drop,275,0.8873,0.9164
ctrgcn,joint_missing_moderate,3407,5,pickup,275,0.9697,0.4109
ctrgcn,joint_missing_moderate,3407,6,throw,275,0.9321,0.5164
ctrgcn,joint_missing_moderate,3407,7,sitting down,273,0.9683,0.326
ctrgcn,joint_missing_moderate,3407,8,standing up (from sitting position),273,0.9792,0.5678
ctrgcn,joint_missing_moderate,3407,9,clapping,273,0.7741,0.0769
ctrgcn,joint_missing_moderate,3407,10,reading,273,0.6496,0.1392
ctrgcn,joint_missing_moderate,3407,11,writing,272,0.6201,0.4154
ctrgcn,joint_missing_moderate,3407,12,tear up paper,271,0.9213,0.2952
ctrgcn,joint_missing_moderate,3407,13,wear jacket,275,0.9782,0.2691
ctrgcn,joint_missing_moderate,3407,14,take off jacket,276,0.9843,0.0543
ctrgcn,joint_missing_moderate,3407,15,wear a shoe,273,0.8083,0.1538
ctrgcn,joint_missing_moderate,3407,16,take off a shoe,274,0.8382,0.1241
ctrgcn,joint_missing_moderate,3407,17,wear on glasses,273,0.9084,0.6703
ctrgcn,joint_missing_moderate,3407,18,take off glasses,274,0.944,0.3431
ctrgcn,joint_missing_moderate,3407,19,put on a hat/cap,272,0.9596,0.4632
ctrgcn,joint_missing_moderate,3407,20,take off a hat/cap,273,0.9744,0.381
ctrgcn,joint_missing_moderate,3407,21,cheer up,274,0.9258,0.0839
ctrgcn,joint_missing_moderate,3407,22,hand waving,274,0.9173,0.0365
ctrgcn,joint_missing_moderate,3407,23,kicking something,276,0.9529,0.0072
ctrgcn,joint_missing_moderate,3407,24,reach into pocket,274,0.8358,0.062
ctrgcn,joint_missing_moderate,3407,25,hopping (one foot jumping),275,0.9891,0.0618
ctrgcn,joint_missing_moderate,3407,26,jump up,276,1.0,0.3551
ctrgcn,joint_missing_moderate,3407,27,make a phone call/answer phone,275,0.9079,0.2945
ctrgcn,joint_missing_moderate,3407,28,playing with phone/tablet,275,0.6958,0.4873
ctrgcn,joint_missing_moderate,3407,29,typing on a keyboard,275,0.737,0.0836
ctrgcn,joint_missing_moderate,3407,30,pointing to something with finger,276,0.7862,0.3732
ctrgcn,joint_missing_moderate,3407,31,taking a selfie,276,0.8889,0.3587
ctrgcn,joint_missing_moderate,3407,32,check time (from watch),276,0.901,0.0652
ctrgcn,joint_missing_moderate,3407,33,rub two hands together,276,0.9034,0.2246
ctrgcn,joint_missing_moderate,3407,34,nod head/bow,276,0.971,0.9565
ctrgcn,joint_missing_moderate,3407,35,shake head,275,0.9503,0.1236
ctrgcn,joint_missing_moderate,3407,36,wipe face,276,0.8551,0.058
ctrgcn,joint_missing_moderate,3407,37,salute,276,0.93,0.4674
ctrgcn,joint_missing_moderate,3407,38,put the palms together,276,0.9239,0.8587
ctrgcn,joint_missing_moderate,3407,39,cross hands in front (say stop),276,0.936,0.721
ctrgcn,joint_missing_moderate,3407,40,sneeze/cough,276,0.7403,0.0616
ctrgcn,joint_missing_moderate,3407,41,staggering,276,0.9867,0.0
ctrgcn,joint_missing_moderate,3407,42,falling,275,0.9939,0.6182
ctrgcn,joint_missing_moderate,3407,43,touch head (headache),276,0.8345,0.0036
ctrgcn,joint_missing_moderate,3407,44,touch chest (stomachache/heart pain),276,0.9215,0.3623
ctrgcn,joint_missing_moderate,3407,45,touch back (backache),276,0.9444,0.0906
ctrgcn,joint_missing_moderate,3407,46,touch neck (neckache),276,0.8502,0.0
ctrgcn,joint_missing_moderate,3407,47,nausea or vomiting condition,275,0.8497,0.0909
ctrgcn,joint_missing_moderate,3407,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.6291
ctrgcn,joint_missing_moderate,3407,49,punching/slapping other person,274,0.9112,0.0511
ctrgcn,joint_missing_moderate,3407,50,kicking other person,276,0.9541,0.0036
ctrgcn,joint_missing_moderate,3407,51,pushing other person,276,0.9722,0.0761
ctrgcn,joint_missing_moderate,3407,52,pat on back of other person,276,0.9143,0.0
ctrgcn,joint_missing_moderate,3407,53,point finger at the other person,276,0.913,0.4312
ctrgcn,joint_missing_moderate,3407,54,hugging other person,274,0.9878,0.5292
ctrgcn,joint_missing_moderate,3407,55,giving something to other person,276,0.9372,0.1884
ctrgcn,joint_missing_moderate,3407,56,touch other person's pocket,275,0.9382,0.3782
ctrgcn,joint_missing_moderate,3407,57,handshaking,276,0.9589,0.0145
ctrgcn,joint_missing_moderate,3407,58,walking towards each other,273,0.9963,0.2564
ctrgcn,joint_missing_moderate,3407,59,walking apart from each other,276,0.9638,0.6703
ctrgcn,limb_occlusion_moderate,255,0,drink water,274,0.8601,0.5219
ctrgcn,limb_occlusion_moderate,255,1,eat meal/snack,275,0.7261,0.4436
ctrgcn,limb_occlusion_moderate,255,2,brushing teeth,273,0.873,0.5275
ctrgcn,limb_occlusion_moderate,255,3,brushing hair,273,0.917,0.6447
ctrgcn,limb_occlusion_moderate,255,4,drop,275,0.8873,0.5418
ctrgcn,limb_occlusion_moderate,255,5,pickup,275,0.9697,0.5164
ctrgcn,limb_occlusion_moderate,255,6,throw,275,0.9321,0.6
ctrgcn,limb_occlusion_moderate,255,7,sitting down,273,0.9683,0.6667
ctrgcn,limb_occlusion_moderate,255,8,standing up (from sitting position),273,0.9792,0.7179
ctrgcn,limb_occlusion_moderate,255,9,clapping,273,0.7741,0.4652
ctrgcn,limb_occlusion_moderate,255,10,reading,273,0.6496,0.3919
ctrgcn,limb_occlusion_moderate,255,11,writing,272,0.6201,0.5
ctrgcn,limb_occlusion_moderate,255,12,tear up paper,271,0.9213,0.5387
ctrgcn,limb_occlusion_moderate,255,13,wear jacket,275,0.9782,0.6145
ctrgcn,limb_occlusion_moderate,255,14,take off jacket,276,0.9843,0.7645
ctrgcn,limb_occlusion_moderate,255,15,wear a shoe,273,0.8083,0.4689
ctrgcn,limb_occlusion_moderate,255,16,take off a shoe,274,0.8382,0.5511
ctrgcn,limb_occlusion_moderate,255,17,wear on glasses,273,0.9084,0.5934
ctrgcn,limb_occlusion_moderate,255,18,take off glasses,274,0.944,0.7555
ctrgcn,limb_occlusion_moderate,255,19,put on a hat/cap,272,0.9596,0.6618
ctrgcn,limb_occlusion_moderate,255,20,take off a hat/cap,273,0.9744,0.641
