model,condition,seed,class_id,action,support,clean_accuracy,accuracy
stgcn,limb_occlusion_moderate,2026,51,pushing other person,276,0.971,0.6993
stgcn,limb_occlusion_moderate,2026,52,pat on back of other person,276,0.942,0.7246
stgcn,limb_occlusion_moderate,2026,53,point finger at the other person,276,0.907,0.4022
stgcn,limb_occlusion_moderate,2026,54,hugging other person,274,0.9757,0.7372
stgcn,limb_occlusion_moderate,2026,55,giving something to other person,276,0.9348,0.6848
stgcn,limb_occlusion_moderate,2026,56,touch other person's pocket,275,0.9285,0.6982
stgcn,limb_occlusion_moderate,2026,57,handshaking,276,0.9517,0.6159
stgcn,limb_occlusion_moderate,2026,58,walking towards each other,273,0.9939,0.9084
stgcn,limb_occlusion_moderate,2026,59,walking apart from each other,276,0.9626,0.942
stgcn,limb_occlusion_moderate,3407,0,drink water,274,0.8759,0.5146
stgcn,limb_occlusion_moderate,3407,1,eat meal/snack,275,0.7394,0.44
stgcn,limb_occlusion_moderate,3407,2,brushing teeth,273,0.8584,0.4835
stgcn,limb_occlusion_moderate,3407,3,brushing hair,273,0.9048,0.6557
stgcn,limb_occlusion_moderate,3407,4,drop,275,0.8315,0.6036
stgcn,limb_occlusion_moderate,3407,5,pickup,275,0.9527,0.6
stgcn,limb_occlusion_moderate,3407,6,throw,275,0.9115,0.6145
stgcn,limb_occlusion_moderate,3407,7,sitting down,273,0.9658,0.6447
stgcn,limb_occlusion_moderate,3407,8,standing up (from sitting position),273,0.9805,0.63
stgcn,limb_occlusion_moderate,3407,9,clapping,273,0.7827,0.5128
stgcn,limb_occlusion_moderate,3407,10,reading,273,0.6032,0.4432
stgcn,limb_occlusion_moderate,3407,11,writing,272,0.5245,0.5074
stgcn,limb_occlusion_moderate,3407,12,tear up paper,271,0.8954,0.6273
stgcn,limb_occlusion_moderate,3407,13,wear jacket,275,0.983,0.7418
stgcn,limb_occlusion_moderate,3407,14,take off jacket,276,0.9589,0.7572
stgcn,limb_occlusion_moderate,3407,15,wear a shoe,273,0.6545,0.348
stgcn,limb_occlusion_moderate,3407,16,take off a shoe,274,0.7798,0.635
stgcn,limb_occlusion_moderate,3407,17,wear on glasses,273,0.906,0.6886
stgcn,limb_occlusion_moderate,3407,18,take off glasses,274,0.9343,0.6825
stgcn,limb_occlusion_moderate,3407,19,put on a hat/cap,272,0.9498,0.6618
stgcn,limb_occlusion_moderate,3407,20,take off a hat/cap,273,0.9731,0.619
stgcn,limb_occlusion_moderate,3407,21,cheer up,274,0.9234,0.6752
stgcn,limb_occlusion_moderate,3407,22,hand waving,274,0.9063,0.6022
stgcn,limb_occlusion_moderate,3407,23,kicking something,276,0.9372,0.8043
stgcn,limb_occlusion_moderate,3407,24,reach into pocket,274,0.8358,0.6058
stgcn,limb_occlusion_moderate,3407,25,hopping (one foot jumping),275,0.9879,0.7709
stgcn,limb_occlusion_moderate,3407,26,jump up,276,0.9964,0.6449
stgcn,limb_occlusion_moderate,3407,27,make a phone call/answer phone,275,0.8679,0.5673
stgcn,limb_occlusion_moderate,3407,28,playing with phone/tablet,275,0.6824,0.48
stgcn,limb_occlusion_moderate,3407,29,typing on a keyboard,275,0.7515,0.4436
stgcn,limb_occlusion_moderate,3407,30,pointing to something with finger,276,0.7585,0.5
stgcn,limb_occlusion_moderate,3407,31,taking a selfie,276,0.8925,0.5543
stgcn,limb_occlusion_moderate,3407,32,check time (from watch),276,0.8829,0.471
stgcn,limb_occlusion_moderate,3407,33,rub two hands together,276,0.8829,0.6159
stgcn,limb_occlusion_moderate,3407,34,nod head/bow,276,0.965,0.5254
stgcn,limb_occlusion_moderate,3407,35,shake head,275,0.9418,0.5927
stgcn,limb_occlusion_moderate,3407,36,wipe face,276,0.8321,0.4891
stgcn,limb_occlusion_moderate,3407,37,salute,276,0.9179,0.5326
stgcn,limb_occlusion_moderate,3407,38,put the palms together,276,0.9408,0.6848
stgcn,limb_occlusion_moderate,3407,39,cross hands in front (say stop),276,0.8998,0.5181
stgcn,limb_occlusion_moderate,3407,40,sneeze/cough,276,0.7379,0.3768
stgcn,limb_occlusion_moderate,3407,41,staggering,276,0.9915,0.808
stgcn,limb_occlusion_moderate,3407,42,falling,275,0.9855,0.8291
stgcn,limb_occlusion_moderate,3407,43,touch head (headache),276,0.7657,0.471
stgcn,limb_occlusion_moderate,3407,44,touch chest (stomachache/heart pain),276,0.9058,0.692
stgcn,limb_occlusion_moderate,3407,45,touch back (backache),276,0.9263,0.7391
stgcn,limb_occlusion_moderate,3407,46,touch neck (neckache),276,0.8816,0.6232
stgcn,limb_occlusion_moderate,3407,47,nausea or vomiting condition,275,0.8509,0.4727
stgcn,limb_occlusion_moderate,3407,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.6109
stgcn,limb_occlusion_moderate,3407,49,punching/slapping other person,274,0.8662,0.4818
stgcn,limb_occlusion_moderate,3407,50,kicking other person,276,0.9167,0.5833
stgcn,limb_occlusion_moderate,3407,51,pushing other person,276,0.971,0.7717
stgcn,limb_occlusion_moderate,3407,52,pat on back of other person,276,0.942,0.5906
stgcn,limb_occlusion_moderate,3407,53,point finger at the other person,276,0.907,0.413
stgcn,limb_occlusion_moderate,3407,54,hugging other person,274,0.9757,0.7591
stgcn,limb_occlusion_moderate,3407,55,giving something to other person,276,0.9348,0.7029
stgcn,limb_occlusion_moderate,3407,56,touch other person's pocket,275,0.9285,0.7636
stgcn,limb_occlusion_moderate,3407,57,handshaking,276,0.9517,0.6413
stgcn,limb_occlusion_moderate,3407,58,walking towards each other,273,0.9939,0.9487
stgcn,limb_occlusion_moderate,3407,59,walking apart from each other,276,0.9626,0.9384
stgcn,coord_noise_moderate,255,0,drink water,274,0.8759,0.0036
stgcn,coord_noise_moderate,255,1,eat meal/snack,275,0.7394,0.0909
stgcn,coord_noise_moderate,255,2,brushing teeth,273,0.8584,0.0073
stgcn,coord_noise_moderate,255,3,brushing hair,273,0.9048,0.0037
stgcn,coord_noise_moderate,255,4,drop,275,0.8315,0.0182
stgcn,coord_noise_moderate,255,5,pickup,275,0.9527,0.9055
stgcn,coord_noise_moderate,255,6,throw,275,0.9115,0.2291
stgcn,coord_noise_moderate,255,7,sitting down,273,0.9658,0.326
stgcn,coord_noise_moderate,255,8,standing up (from sitting position),273,0.9805,0.8901
stgcn,coord_noise_moderate,255,9,clapping,273,0.7827,0.2747
stgcn,coord_noise_moderate,255,10,reading,273,0.6032,0.1685
stgcn,coord_noise_moderate,255,11,writing,272,0.5245,0.6397
stgcn,coord_noise_moderate,255,12,tear up paper,271,0.8954,0.1771
stgcn,coord_noise_moderate,255,13,wear jacket,275,0.983,0.9964
stgcn,coord_noise_moderate,255,14,take off jacket,276,0.9589,0.4638
stgcn,coord_noise_moderate,255,15,wear a shoe,273,0.6545,0.3333
stgcn,coord_noise_moderate,255,16,take off a shoe,274,0.7798,0.3613
stgcn,coord_noise_moderate,255,17,wear on glasses,273,0.906,0.2454
stgcn,coord_noise_moderate,255,18,take off glasses,274,0.9343,0.2445
stgcn,coord_noise_moderate,255,19,put on a hat/cap,272,0.9498,0.0956
stgcn,coord_noise_moderate,255,20,take off a hat/cap,273,0.9731,0.1648
stgcn,coord_noise_moderate,255,21,cheer up,274,0.9234,0.1569
stgcn,coord_noise_moderate,255,22,hand waving,274,0.9063,0.0766
stgcn,coord_noise_moderate,255,23,kicking something,276,0.9372,0.058
stgcn,coord_noise_moderate,255,24,reach into pocket,274,0.8358,0.0255
stgcn,coord_noise_moderate,255,25,hopping (one foot jumping),275,0.9879,0.0218
stgcn,coord_noise_moderate,255,26,jump up,276,0.9964,0.3007
stgcn,coord_noise_moderate,255,27,make a phone call/answer phone,275,0.8679,0.0
stgcn,coord_noise_moderate,255,28,playing with phone/tablet,275,0.6824,0.0655
stgcn,coord_noise_moderate,255,29,typing on a keyboard,275,0.7515,0.5745
stgcn,coord_noise_moderate,255,30,pointing to something with finger,276,0.7585,0.1884
stgcn,coord_noise_moderate,255,31,taking a selfie,276,0.8925,0.2572
stgcn,coord_noise_moderate,255,32,check time (from watch),276,0.8829,0.1232
stgcn,coord_noise_moderate,255,33,rub two hands together,276,0.8829,0.0543
stgcn,coord_noise_moderate,255,34,nod head/bow,276,0.965,0.5145
stgcn,coord_noise_moderate,255,35,shake head,275,0.9418,0.0255
stgcn,coord_noise_moderate,255,36,wipe face,276,0.8321,0.0
stgcn,coord_noise_moderate,255,37,salute,276,0.9179,0.0471
stgcn,coord_noise_moderate,255,38,put the palms together,276,0.9408,0.0036
stgcn,coord_noise_moderate,255,39,cross hands in front (say stop),276,0.8998,0.7246
stgcn,coord_noise_moderate,255,40,sneeze/cough,276,0.7379,0.0362
stgcn,coord_noise_moderate,255,41,staggering,276,0.9915,0.0688
stgcn,coord_noise_moderate,255,42,falling,275,0.9855,0.7964
stgcn,coord_noise_moderate,255,43,touch head (headache),276,0.7657,0.0362
stgcn,coord_noise_moderate,255,44,touch chest (stomachache/heart pain),276,0.9058,0.1775
stgcn,coord_noise_moderate,255,45,touch back (backache),276,0.9263,0.0761
stgcn,coord_noise_moderate,255,46,touch neck (neckache),276,0.8816,0.0072
stgcn,coord_noise_moderate,255,47,nausea or vomiting condition,275,0.8509,0.6436
stgcn,coord_noise_moderate,255,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.8036
stgcn,coord_noise_moderate,255,49,punching/slapping other person,274,0.8662,0.0401
stgcn,coord_noise_moderate,255,50,kicking other person,276,0.9167,0.0
stgcn,coord_noise_moderate,255,51,pushing other person,276,0.971,0.0
stgcn,coord_noise_moderate,255,52,pat on back of other person,276,0.942,0.0471
stgcn,coord_noise_moderate,255,53,point finger at the other person,276,0.907,0.4167
stgcn,coord_noise_moderate,255,54,hugging other person,274,0.9757,0.1168
stgcn,coord_noise_moderate,255,55,giving something to other person,276,0.9348,0.0725
stgcn,coord_noise_moderate,255,56,touch other person's pocket,275,0.9285,0.2545
stgcn,coord_noise_moderate,255,57,handshaking,276,0.9517,0.308
stgcn,coord_noise_moderate,255,58,walking towards each other,273,0.9939,0.4689
stgcn,coord_noise_moderate,255,59,walking apart from each other,276,0.9626,0.0652
stgcn,coord_noise_moderate,2026,0,drink water,274,0.8759,0.0
stgcn,coord_noise_moderate,2026,1,eat meal/snack,275,0.7394,0.0
stgcn,coord_noise_moderate,2026,2,brushing teeth,273,0.8584,0.0037
stgcn,coord_noise_moderate,2026,3,brushing hair,273,0.9048,0.0403
stgcn,coord_noise_moderate,2026,4,drop,275,0.8315,0.0509
stgcn,coord_noise_moderate,2026,5,pickup,275,0.9527,0.8073
stgcn,coord_noise_moderate,2026,6,throw,275,0.9115,0.1491
stgcn,coord_noise_moderate,2026,7,sitting down,273,0.9658,0.7509
stgcn,coord_noise_moderate,2026,8,standing up (from sitting position),273,0.9805,0.6337
stgcn,coord_noise_moderate,2026,9,clapping,273,0.7827,0.4212
stgcn,coord_noise_moderate,2026,10,reading,273,0.6032,0.0
stgcn,coord_noise_moderate,2026,11,writing,272,0.5245,0.5625
stgcn,coord_noise_moderate,2026,12,tear up paper,271,0.8954,0.0701
stgcn,coord_noise_moderate,2026,13,wear jacket,275,0.983,0.7091
stgcn,coord_noise_moderate,2026,14,take off jacket,276,0.9589,0.6377
stgcn,coord_noise_moderate,2026,15,wear a shoe,273,0.6545,0.359
stgcn,coord_noise_moderate,2026,16,take off a shoe,274,0.7798,0.2226
stgcn,coord_noise_moderate,2026,17,wear on glasses,273,0.906,0.0183
stgcn,coord_noise_moderate,2026,18,take off glasses,274,0.9343,0.0255
stgcn,coord_noise_moderate,2026,19,put on a hat/cap,272,0.9498,0.1176
stgcn,coord_noise_moderate,2026,20,take off a hat/cap,273,0.9731,0.348
stgcn,coord_noise_moderate,2026,21,cheer up,274,0.9234,0.2409
stgcn,coord_noise_moderate,2026,22,hand waving,274,0.9063,0.1131
stgcn,coord_noise_moderate,2026,23,kicking something,276,0.9372,0.0036
stgcn,coord_noise_moderate,2026,24,reach into pocket,274,0.8358,0.0073
stgcn,coord_noise_moderate,2026,25,hopping (one foot jumping),275,0.9879,0.2145
stgcn,coord_noise_moderate,2026,26,jump up,276,0.9964,0.692
stgcn,coord_noise_moderate,2026,27,make a phone call/answer phone,275,0.8679,0.0
stgcn,coord_noise_moderate,2026,28,playing with phone/tablet,275,0.6824,0.0509
stgcn,coord_noise_moderate,2026,29,typing on a keyboard,275,0.7515,0.7564
stgcn,coord_noise_moderate,2026,30,pointing to something with finger,276,0.7585,0.4601
stgcn,coord_noise_moderate,2026,31,taking a selfie,276,0.8925,0.0471
stgcn,coord_noise_moderate,2026,32,check time (from watch),276,0.8829,0.2101
stgcn,coord_noise_moderate,2026,33,rub two hands together,276,0.8829,0.0036
stgcn,coord_noise_moderate,2026,34,nod head/bow,276,0.965,0.4601
stgcn,coord_noise_moderate,2026,35,shake head,275,0.9418,0.0255
stgcn,coord_noise_moderate,2026,36,wipe face,276,0.8321,0.0036
stgcn,coord_noise_moderate,2026,37,salute,276,0.9179,0.0688
stgcn,coord_noise_moderate,2026,38,put the palms together,276,0.9408,0.0181
stgcn,coord_noise_moderate,2026,39,cross hands in front (say stop),276,0.8998,0.3043
stgcn,coord_noise_moderate,2026,40,sneeze/cough,276,0.7379,0.0072
stgcn,coord_noise_moderate,2026,41,staggering,276,0.9915,0.0181
stgcn,coord_noise_moderate,2026,42,falling,275,0.9855,0.8182
stgcn,coord_noise_moderate,2026,43,touch head (headache),276,0.7657,0.1775
stgcn,coord_noise_moderate,2026,44,touch chest (stomachache/heart pain),276,0.9058,0.2246
stgcn,coord_noise_moderate,2026,45,touch back (backache),276,0.9263,0.0725
stgcn,coord_noise_moderate,2026,46,touch neck (neckache),276,0.8816,0.0
stgcn,coord_noise_moderate,2026,47,nausea or vomiting condition,275,0.8509,0.7273
stgcn,coord_noise_moderate,2026,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.2655
stgcn,coord_noise_moderate,2026,49,punching/slapping other person,274,0.8662,0.0146
stgcn,coord_noise_moderate,2026,50,kicking other person,276,0.9167,0.0
stgcn,coord_noise_moderate,2026,51,pushing other person,276,0.971,0.0036
stgcn,coord_noise_moderate,2026,52,pat on back of other person,276,0.942,0.5725
stgcn,coord_noise_moderate,2026,53,point finger at the other person,276,0.907,0.0652
stgcn,coord_noise_moderate,2026,54,hugging other person,274,0.9757,0.2883
stgcn,coord_noise_moderate,2026,55,giving something to other person,276,0.9348,0.0
stgcn,coord_noise_moderate,2026,56,touch other person's pocket,275,0.9285,0.0036
stgcn,coord_noise_moderate,2026,57,handshaking,276,0.9517,0.0
stgcn,coord_noise_moderate,2026,58,walking towards each other,273,0.9939,0.4212
stgcn,coord_noise_moderate,2026,59,walking apart from each other,276,0.9626,0.1594
stgcn,coord_noise_moderate,3407,0,drink water,274,0.8759,0.0146
stgcn,coord_noise_moderate,3407,1,eat meal/snack,275,0.7394,0.2
stgcn,coord_noise_moderate,3407,2,brushing teeth,273,0.8584,0.011
stgcn,coord_noise_moderate,3407,3,brushing hair,273,0.9048,0.0
stgcn,coord_noise_moderate,3407,4,drop,275,0.8315,0.0
stgcn,coord_noise_moderate,3407,5,pickup,275,0.9527,0.8145
stgcn,coord_noise_moderate,3407,6,throw,275,0.9115,0.1855
stgcn,coord_noise_moderate,3407,7,sitting down,273,0.9658,0.5055
stgcn,coord_noise_moderate,3407,8,standing up (from sitting position),273,0.9805,0.8645
stgcn,coord_noise_moderate,3407,9,clapping,273,0.7827,0.0916
stgcn,coord_noise_moderate,3407,10,reading,273,0.6032,0.033
stgcn,coord_noise_moderate,3407,11,writing,272,0.5245,0.1397
stgcn,coord_noise_moderate,3407,12,tear up paper,271,0.8954,0.1033
stgcn,coord_noise_moderate,3407,13,wear jacket,275,0.983,0.9236
stgcn,coord_noise_moderate,3407,14,take off jacket,276,0.9589,0.6232
stgcn,coord_noise_moderate,3407,15,wear a shoe,273,0.6545,0.37
stgcn,coord_noise_moderate,3407,16,take off a shoe,274,0.7798,0.2372
stgcn,coord_noise_moderate,3407,17,wear on glasses,273,0.906,0.2161
stgcn,coord_noise_moderate,3407,18,take off glasses,274,0.9343,0.0292
stgcn,coord_noise_moderate,3407,19,put on a hat/cap,272,0.9498,0.0662
stgcn,coord_noise_moderate,3407,20,take off a hat/cap,273,0.9731,0.1062
stgcn,coord_noise_moderate,3407,21,cheer up,274,0.9234,0.3029
stgcn,coord_noise_moderate,3407,22,hand waving,274,0.9063,0.2555
stgcn,coord_noise_moderate,3407,23,kicking something,276,0.9372,0.3877
stgcn,coord_noise_moderate,3407,24,reach into pocket,274,0.8358,0.0036
stgcn,coord_noise_moderate,3407,25,hopping (one foot jumping),275,0.9879,0.0727
stgcn,coord_noise_moderate,3407,26,jump up,276,0.9964,0.4312
stgcn,coord_noise_moderate,3407,27,make a phone call/answer phone,275,0.8679,0.0
stgcn,coord_noise_moderate,3407,28,playing with phone/tablet,275,0.6824,0.1018
stgcn,coord_noise_moderate,3407,29,typing on a keyboard,275,0.7515,0.8727
stgcn,coord_noise_moderate,3407,30,pointing to something with finger,276,0.7585,0.4493
stgcn,coord_noise_moderate,3407,31,taking a selfie,276,0.8925,0.1884
stgcn,coord_noise_moderate,3407,32,check time (from watch),276,0.8829,0.1993
stgcn,coord_noise_moderate,3407,33,rub two hands together,276,0.8829,0.0217
stgcn,coord_noise_moderate,3407,34,nod head/bow,276,0.965,0.3804
stgcn,coord_noise_moderate,3407,35,shake head,275,0.9418,0.0291
stgcn,coord_noise_moderate,3407,36,wipe face,276,0.8321,0.0
stgcn,coord_noise_moderate,3407,37,salute,276,0.9179,0.029
stgcn,coord_noise_moderate,3407,38,put the palms together,276,0.9408,0.0543
stgcn,coord_noise_moderate,3407,39,cross hands in front (say stop),276,0.8998,0.7391
stgcn,coord_noise_moderate,3407,40,sneeze/cough,276,0.7379,0.0072
stgcn,coord_noise_moderate,3407,41,staggering,276,0.9915,0.163
stgcn,coord_noise_moderate,3407,42,falling,275,0.9855,0.8945
stgcn,coord_noise_moderate,3407,43,touch head (headache),276,0.7657,0.0036
stgcn,coord_noise_moderate,3407,44,touch chest (stomachache/heart pain),276,0.9058,0.1123
stgcn,coord_noise_moderate,3407,45,touch back (backache),276,0.9263,0.0471
stgcn,coord_noise_moderate,3407,46,touch neck (neckache),276,0.8816,0.0036
stgcn,coord_noise_moderate,3407,47,nausea or vomiting condition,275,0.8509,0.3709
stgcn,coord_noise_moderate,3407,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.8218
stgcn,coord_noise_moderate,3407,49,punching/slapping other person,274,0.8662,0.2518
stgcn,coord_noise_moderate,3407,50,kicking other person,276,0.9167,0.0797
stgcn,coord_noise_moderate,3407,51,pushing other person,276,0.971,0.0109
stgcn,coord_noise_moderate,3407,52,pat on back of other person,276,0.942,0.0725
stgcn,coord_noise_moderate,3407,53,point finger at the other person,276,0.907,0.7101
stgcn,coord_noise_moderate,3407,54,hugging other person,274,0.9757,0.2263
stgcn,coord_noise_moderate,3407,55,giving something to other person,276,0.9348,0.0
stgcn,coord_noise_moderate,3407,56,touch other person's pocket,275,0.9285,0.1855
stgcn,coord_noise_moderate,3407,57,handshaking,276,0.9517,0.0507
stgcn,coord_noise_moderate,3407,58,walking towards each other,273,0.9939,0.8755
stgcn,coord_noise_moderate,3407,59,walking apart from each other,276,0.9626,0.9348
stgcn,frame_missing_moderate,255,0,drink water,274,0.8759,0.7044
stgcn,frame_missing_moderate,255,1,eat meal/snack,275,0.7394,0.5345
stgcn,frame_missing_moderate,255,2,brushing teeth,273,0.8584,0.674
stgcn,frame_missing_moderate,255,3,brushing hair,273,0.9048,0.7839
stgcn,frame_missing_moderate,255,4,drop,275,0.8315,0.7273
stgcn,frame_missing_moderate,255,5,pickup,275,0.9527,0.8655
stgcn,frame_missing_moderate,255,6,throw,275,0.9115,0.8
stgcn,frame_missing_moderate,255,7,sitting down,273,0.9658,0.9048
stgcn,frame_missing_moderate,255,8,standing up (from sitting position),273,0.9805,0.9597
stgcn,frame_missing_moderate,255,9,clapping,273,0.7827,0.6007
stgcn,frame_missing_moderate,255,10,reading,273,0.6032,0.4908
stgcn,frame_missing_moderate,255,11,writing,272,0.5245,0.1728
stgcn,frame_missing_moderate,255,12,tear up paper,271,0.8954,0.8229
stgcn,frame_missing_moderate,255,13,wear jacket,275,0.983,0.9455
stgcn,frame_missing_moderate,255,14,take off jacket,276,0.9589,0.9094
stgcn,frame_missing_moderate,255,15,wear a shoe,273,0.6545,0.348
stgcn,frame_missing_moderate,255,16,take off a shoe,274,0.7798,0.5803
stgcn,frame_missing_moderate,255,17,wear on glasses,273,0.906,0.6374
