model,condition,class_id,action,support,clean_accuracy,mean_accuracy,std_accuracy,absolute_drop
ctrgcn,mixed_mild,33,rub two hands together,276,0.9034,0.4517,0.0911,0.4517
ctrgcn,mixed_mild,34,nod head/bow,276,0.971,0.7428,0.049,0.2283
ctrgcn,mixed_mild,35,shake head,275,0.9503,0.3285,0.0242,0.6218
ctrgcn,mixed_mild,36,wipe face,276,0.8551,0.2669,0.0367,0.5882
ctrgcn,mixed_mild,37,salute,276,0.93,0.7114,0.0453,0.2186
ctrgcn,mixed_mild,38,put the palms together,276,0.9239,0.5507,0.0382,0.3732
ctrgcn,mixed_mild,39,cross hands in front (say stop),276,0.936,0.7234,0.0146,0.2126
ctrgcn,mixed_mild,40,sneeze/cough,276,0.7403,0.3297,0.0368,0.4106
ctrgcn,mixed_mild,41,staggering,276,0.9867,0.4408,0.1046,0.5459
ctrgcn,mixed_mild,42,falling,275,0.9939,0.8461,0.0437,0.1479
ctrgcn,mixed_mild,43,touch head (headache),276,0.8345,0.3647,0.0518,0.4698
ctrgcn,mixed_mild,44,touch chest (stomachache/heart pain),276,0.9215,0.6159,0.0192,0.3056
ctrgcn,mixed_mild,45,touch back (backache),276,0.9444,0.5374,0.1076,0.407
ctrgcn,mixed_mild,46,touch neck (neckache),276,0.8502,0.3104,0.02,0.5399
ctrgcn,mixed_mild,47,nausea or vomiting condition,275,0.8497,0.4812,0.0258,0.3685
ctrgcn,mixed_mild,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.8339,0.0469,0.097
ctrgcn,mixed_mild,49,punching/slapping other person,274,0.9112,0.4854,0.0624,0.4258
ctrgcn,mixed_mild,50,kicking other person,276,0.9541,0.4191,0.0295,0.535
ctrgcn,mixed_mild,51,pushing other person,276,0.9722,0.4819,0.0691,0.4903
ctrgcn,mixed_mild,52,pat on back of other person,276,0.9143,0.4928,0.078,0.4215
ctrgcn,mixed_mild,53,point finger at the other person,276,0.913,0.6304,0.031,0.2826
ctrgcn,mixed_mild,54,hugging other person,274,0.9878,0.7409,0.0849,0.247
ctrgcn,mixed_mild,55,giving something to other person,276,0.9372,0.5217,0.089,0.4155
ctrgcn,mixed_mild,56,touch other person's pocket,275,0.9382,0.5612,0.0641,0.377
ctrgcn,mixed_mild,57,handshaking,276,0.9589,0.4903,0.0553,0.4686
ctrgcn,mixed_mild,58,walking towards each other,273,0.9963,0.6813,0.1442,0.315
ctrgcn,mixed_mild,59,walking apart from each other,276,0.9638,0.8478,0.0743,0.1159
ctrgcn,joint_missing_moderate,0,drink water,274,0.8601,0.18,0.144,0.68
ctrgcn,joint_missing_moderate,1,eat meal/snack,275,0.7261,0.1964,0.1292,0.5297
ctrgcn,joint_missing_moderate,2,brushing teeth,273,0.873,0.0769,0.0826,0.7961
ctrgcn,joint_missing_moderate,3,brushing hair,273,0.917,0.0379,0.0277,0.8791
ctrgcn,joint_missing_moderate,4,drop,275,0.8873,0.5091,0.4371,0.3782
ctrgcn,joint_missing_moderate,5,pickup,275,0.9697,0.1539,0.2227,0.8158
ctrgcn,joint_missing_moderate,6,throw,275,0.9321,0.3903,0.1353,0.5418
ctrgcn,joint_missing_moderate,7,sitting down,273,0.9683,0.127,0.174,0.8413
ctrgcn,joint_missing_moderate,8,standing up (from sitting position),273,0.9792,0.3101,0.2237,0.6691
ctrgcn,joint_missing_moderate,9,clapping,273,0.7741,0.2112,0.148,0.5629
ctrgcn,joint_missing_moderate,10,reading,273,0.6496,0.0904,0.0693,0.5592
ctrgcn,joint_missing_moderate,11,writing,272,0.6201,0.3186,0.1258,0.3015
ctrgcn,joint_missing_moderate,12,tear up paper,271,0.9213,0.2681,0.0469,0.6531
ctrgcn,joint_missing_moderate,13,wear jacket,275,0.9782,0.337,0.1773,0.6412
ctrgcn,joint_missing_moderate,14,take off jacket,276,0.9843,0.0713,0.0151,0.913
ctrgcn,joint_missing_moderate,15,wear a shoe,273,0.8083,0.0867,0.0697,0.7216
ctrgcn,joint_missing_moderate,16,take off a shoe,274,0.8382,0.045,0.0685,0.7932
ctrgcn,joint_missing_moderate,17,wear on glasses,273,0.9084,0.3578,0.3268,0.5507
ctrgcn,joint_missing_moderate,18,take off glasses,274,0.944,0.3808,0.1372,0.5633
ctrgcn,joint_missing_moderate,19,put on a hat/cap,272,0.9596,0.315,0.2168,0.6446
ctrgcn,joint_missing_moderate,20,take off a hat/cap,273,0.9744,0.3175,0.1068,0.6569
ctrgcn,joint_missing_moderate,21,cheer up,274,0.9258,0.0779,0.0243,0.8479
ctrgcn,joint_missing_moderate,22,hand waving,274,0.9173,0.129,0.0852,0.7883
ctrgcn,joint_missing_moderate,23,kicking something,276,0.9529,0.0097,0.0042,0.9432
ctrgcn,joint_missing_moderate,24,reach into pocket,274,0.8358,0.0316,0.0269,0.8041
ctrgcn,joint_missing_moderate,25,hopping (one foot jumping),275,0.9891,0.0436,0.0284,0.9455
ctrgcn,joint_missing_moderate,26,jump up,276,1.0,0.2947,0.199,0.7053
ctrgcn,joint_missing_moderate,27,make a phone call/answer phone,275,0.9079,0.1212,0.154,0.7867
ctrgcn,joint_missing_moderate,28,playing with phone/tablet,275,0.6958,0.4218,0.2964,0.2739
ctrgcn,joint_missing_moderate,29,typing on a keyboard,275,0.737,0.303,0.3429,0.4339
ctrgcn,joint_missing_moderate,30,pointing to something with finger,276,0.7862,0.2367,0.1747,0.5495
ctrgcn,joint_missing_moderate,31,taking a selfie,276,0.8889,0.2053,0.1334,0.6836
ctrgcn,joint_missing_moderate,32,check time (from watch),276,0.901,0.1087,0.0548,0.7923
ctrgcn,joint_missing_moderate,33,rub two hands together,276,0.9034,0.25,0.0226,0.6534
ctrgcn,joint_missing_moderate,34,nod head/bow,276,0.971,0.7222,0.2037,0.2488
ctrgcn,joint_missing_moderate,35,shake head,275,0.9503,0.0848,0.0522,0.8655
ctrgcn,joint_missing_moderate,36,wipe face,276,0.8551,0.2126,0.2997,0.6425
ctrgcn,joint_missing_moderate,37,salute,276,0.93,0.3659,0.2145,0.564
ctrgcn,joint_missing_moderate,38,put the palms together,276,0.9239,0.4867,0.331,0.4372
ctrgcn,joint_missing_moderate,39,cross hands in front (say stop),276,0.936,0.5314,0.1654,0.4046
ctrgcn,joint_missing_moderate,40,sneeze/cough,276,0.7403,0.0628,0.0489,0.6775
ctrgcn,joint_missing_moderate,41,staggering,276,0.9867,0.0,0.0,0.9867
ctrgcn,joint_missing_moderate,42,falling,275,0.9939,0.3212,0.2846,0.6727
ctrgcn,joint_missing_moderate,43,touch head (headache),276,0.8345,0.0399,0.0362,0.7947
ctrgcn,joint_missing_moderate,44,touch chest (stomachache/heart pain),276,0.9215,0.3768,0.0418,0.5447
ctrgcn,joint_missing_moderate,45,touch back (backache),276,0.9444,0.0386,0.0459,0.9058
ctrgcn,joint_missing_moderate,46,touch neck (neckache),276,0.8502,0.0012,0.0021,0.849
ctrgcn,joint_missing_moderate,47,nausea or vomiting condition,275,0.8497,0.1952,0.1182,0.6545
ctrgcn,joint_missing_moderate,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.7382,0.1416,0.1927
ctrgcn,joint_missing_moderate,49,punching/slapping other person,274,0.9112,0.0742,0.0845,0.837
ctrgcn,joint_missing_moderate,50,kicking other person,276,0.9541,0.0012,0.0021,0.9529
ctrgcn,joint_missing_moderate,51,pushing other person,276,0.9722,0.0374,0.0335,0.9348
ctrgcn,joint_missing_moderate,52,pat on back of other person,276,0.9143,0.2017,0.2889,0.7126
ctrgcn,joint_missing_moderate,53,point finger at the other person,276,0.913,0.2283,0.1915,0.6848
ctrgcn,joint_missing_moderate,54,hugging other person,274,0.9878,0.2701,0.2248,0.7178
ctrgcn,joint_missing_moderate,55,giving something to other person,276,0.9372,0.0676,0.1047,0.8696
ctrgcn,joint_missing_moderate,56,touch other person's pocket,275,0.9382,0.3382,0.099,0.6
ctrgcn,joint_missing_moderate,57,handshaking,276,0.9589,0.163,0.2604,0.7959
ctrgcn,joint_missing_moderate,58,walking towards each other,273,0.9963,0.2442,0.1944,0.7521
ctrgcn,joint_missing_moderate,59,walking apart from each other,276,0.9638,0.4928,0.372,0.471
ctrgcn,limb_occlusion_moderate,0,drink water,274,0.8601,0.5304,0.0354,0.3297
ctrgcn,limb_occlusion_moderate,1,eat meal/snack,275,0.7261,0.4303,0.0172,0.2958
ctrgcn,limb_occlusion_moderate,2,brushing teeth,273,0.873,0.5153,0.0112,0.3578
ctrgcn,limb_occlusion_moderate,3,brushing hair,273,0.917,0.6288,0.0244,0.2882
ctrgcn,limb_occlusion_moderate,4,drop,275,0.8873,0.5709,0.0275,0.3164
ctrgcn,limb_occlusion_moderate,5,pickup,275,0.9697,0.5176,0.0273,0.4521
ctrgcn,limb_occlusion_moderate,6,throw,275,0.9321,0.5927,0.0192,0.3394
ctrgcn,limb_occlusion_moderate,7,sitting down,273,0.9683,0.6581,0.0428,0.3101
ctrgcn,limb_occlusion_moderate,8,standing up (from sitting position),273,0.9792,0.7497,0.0582,0.2295
ctrgcn,limb_occlusion_moderate,9,clapping,273,0.7741,0.4396,0.03,0.3346
ctrgcn,limb_occlusion_moderate,10,reading,273,0.6496,0.3846,0.0073,0.265
ctrgcn,limb_occlusion_moderate,11,writing,272,0.6201,0.4865,0.0266,0.1336
ctrgcn,limb_occlusion_moderate,12,tear up paper,271,0.9213,0.5437,0.0154,0.3776
ctrgcn,limb_occlusion_moderate,13,wear jacket,275,0.9782,0.5527,0.0888,0.4255
ctrgcn,limb_occlusion_moderate,14,take off jacket,276,0.9843,0.7778,0.0116,0.2065
ctrgcn,limb_occlusion_moderate,15,wear a shoe,273,0.8083,0.3919,0.0899,0.4164
ctrgcn,limb_occlusion_moderate,16,take off a shoe,274,0.8382,0.5109,0.0603,0.3273
ctrgcn,limb_occlusion_moderate,17,wear on glasses,273,0.9084,0.6471,0.0531,0.2613
ctrgcn,limb_occlusion_moderate,18,take off glasses,274,0.944,0.7555,0.0073,0.1886
ctrgcn,limb_occlusion_moderate,19,put on a hat/cap,272,0.9596,0.6005,0.0667,0.3591
ctrgcn,limb_occlusion_moderate,20,take off a hat/cap,273,0.9744,0.5958,0.0425,0.3785
ctrgcn,limb_occlusion_moderate,21,cheer up,274,0.9258,0.5049,0.0138,0.4209
ctrgcn,limb_occlusion_moderate,22,hand waving,274,0.9173,0.6119,0.0117,0.3054
ctrgcn,limb_occlusion_moderate,23,kicking something,276,0.9529,0.6751,0.0653,0.2778
ctrgcn,limb_occlusion_moderate,24,reach into pocket,274,0.8358,0.6241,0.043,0.2117
ctrgcn,limb_occlusion_moderate,25,hopping (one foot jumping),275,0.9891,0.8594,0.0328,0.1297
ctrgcn,limb_occlusion_moderate,26,jump up,276,1.0,0.8237,0.0931,0.1763
ctrgcn,limb_occlusion_moderate,27,make a phone call/answer phone,275,0.9079,0.5648,0.033,0.343
ctrgcn,limb_occlusion_moderate,28,playing with phone/tablet,275,0.6958,0.4485,0.0862,0.2473
ctrgcn,limb_occlusion_moderate,29,typing on a keyboard,275,0.737,0.5515,0.0684,0.1855
ctrgcn,limb_occlusion_moderate,30,pointing to something with finger,276,0.7862,0.529,0.0188,0.2572
ctrgcn,limb_occlusion_moderate,31,taking a selfie,276,0.8889,0.529,0.0192,0.3599
ctrgcn,limb_occlusion_moderate,32,check time (from watch),276,0.901,0.5072,0.0158,0.3937
ctrgcn,limb_occlusion_moderate,33,rub two hands together,276,0.9034,0.5362,0.0383,0.3671
ctrgcn,limb_occlusion_moderate,34,nod head/bow,276,0.971,0.5821,0.0453,0.3889
ctrgcn,limb_occlusion_moderate,35,shake head,275,0.9503,0.7006,0.0401,0.2497
ctrgcn,limb_occlusion_moderate,36,wipe face,276,0.8551,0.5205,0.0352,0.3345
ctrgcn,limb_occlusion_moderate,37,salute,276,0.93,0.529,0.0063,0.401
ctrgcn,limb_occlusion_moderate,38,put the palms together,276,0.9239,0.5205,0.0212,0.4034
ctrgcn,limb_occlusion_moderate,39,cross hands in front (say stop),276,0.936,0.3937,0.0302,0.5423
ctrgcn,limb_occlusion_moderate,40,sneeze/cough,276,0.7403,0.3768,0.0217,0.3635
ctrgcn,limb_occlusion_moderate,41,staggering,276,0.9867,0.4457,0.0879,0.5411
ctrgcn,limb_occlusion_moderate,42,falling,275,0.9939,0.7539,0.0164,0.24
ctrgcn,limb_occlusion_moderate,43,touch head (headache),276,0.8345,0.4601,0.0283,0.3744
ctrgcn,limb_occlusion_moderate,44,touch chest (stomachache/heart pain),276,0.9215,0.6461,0.0272,0.2754
ctrgcn,limb_occlusion_moderate,45,touch back (backache),276,0.9444,0.7512,0.0241,0.1932
ctrgcn,limb_occlusion_moderate,46,touch neck (neckache),276,0.8502,0.5483,0.0357,0.3019
ctrgcn,limb_occlusion_moderate,47,nausea or vomiting condition,275,0.8497,0.2764,0.0454,0.5733
ctrgcn,limb_occlusion_moderate,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.6097,0.0282,0.3212
ctrgcn,limb_occlusion_moderate,49,punching/slapping other person,274,0.9112,0.6509,0.0568,0.2603
ctrgcn,limb_occlusion_moderate,50,kicking other person,276,0.9541,0.5773,0.0921,0.3768
ctrgcn,limb_occlusion_moderate,51,pushing other person,276,0.9722,0.663,0.0854,0.3092
ctrgcn,limb_occlusion_moderate,52,pat on back of other person,276,0.9143,0.7778,0.02,0.1365
ctrgcn,limb_occlusion_moderate,53,point finger at the other person,276,0.913,0.506,0.0861,0.407
ctrgcn,limb_occlusion_moderate,54,hugging other person,274,0.9878,0.7506,0.0771,0.2372
ctrgcn,limb_occlusion_moderate,55,giving something to other person,276,0.9372,0.6993,0.0166,0.2379
ctrgcn,limb_occlusion_moderate,56,touch other person's pocket,275,0.9382,0.8303,0.061,0.1079
ctrgcn,limb_occlusion_moderate,57,handshaking,276,0.9589,0.6389,0.0105,0.32
ctrgcn,limb_occlusion_moderate,58,walking towards each other,273,0.9963,0.823,0.0443,0.1734
ctrgcn,limb_occlusion_moderate,59,walking apart from each other,276,0.9638,0.9457,0.0288,0.0181
ctrgcn,coord_noise_moderate,0,drink water,274,0.8601,0.0122,0.0111,0.8479
ctrgcn,coord_noise_moderate,1,eat meal/snack,275,0.7261,0.1115,0.0147,0.6145
ctrgcn,coord_noise_moderate,2,brushing teeth,273,0.873,0.0647,0.0604,0.8083
ctrgcn,coord_noise_moderate,3,brushing hair,273,0.917,0.0342,0.0408,0.8828
ctrgcn,coord_noise_moderate,4,drop,275,0.8873,0.12,0.101,0.7673
ctrgcn,coord_noise_moderate,5,pickup,275,0.9697,0.6982,0.2123,0.2715
ctrgcn,coord_noise_moderate,6,throw,275,0.9321,0.5091,0.0284,0.423
ctrgcn,coord_noise_moderate,7,sitting down,273,0.9683,0.5299,0.2637,0.4383
ctrgcn,coord_noise_moderate,8,standing up (from sitting position),273,0.9792,0.5665,0.2771,0.4127
ctrgcn,coord_noise_moderate,9,clapping,273,0.7741,0.3834,0.2466,0.3907
ctrgcn,coord_noise_moderate,10,reading,273,0.6496,0.0024,0.0021,0.6471
ctrgcn,coord_noise_moderate,11,writing,272,0.6201,0.1838,0.265,0.4363
ctrgcn,coord_noise_moderate,12,tear up paper,271,0.9213,0.1279,0.024,0.7934
ctrgcn,coord_noise_moderate,13,wear jacket,275,0.9782,0.8242,0.0868,0.1539
ctrgcn,coord_noise_moderate,14,take off jacket,276,0.9843,0.1425,0.2249,0.8418
ctrgcn,coord_noise_moderate,15,wear a shoe,273,0.8083,0.3773,0.0721,0.431
ctrgcn,coord_noise_moderate,16,take off a shoe,274,0.8382,0.2299,0.0908,0.6083
ctrgcn,coord_noise_moderate,17,wear on glasses,273,0.9084,0.2063,0.0307,0.7021
ctrgcn,coord_noise_moderate,18,take off glasses,274,0.944,0.2749,0.1908,0.6691
ctrgcn,coord_noise_moderate,19,put on a hat/cap,272,0.9596,0.1838,0.0857,0.7757
ctrgcn,coord_noise_moderate,20,take off a hat/cap,273,0.9744,0.2234,0.1726,0.7509
ctrgcn,coord_noise_moderate,21,cheer up,274,0.9258,0.427,0.2352,0.4988
ctrgcn,coord_noise_moderate,22,hand waving,274,0.9173,0.4745,0.3303,0.4428
ctrgcn,coord_noise_moderate,23,kicking something,276,0.9529,0.3442,0.0942,0.6087
ctrgcn,coord_noise_moderate,24,reach into pocket,274,0.8358,0.0219,0.0219,0.8139
ctrgcn,coord_noise_moderate,25,hopping (one foot jumping),275,0.9891,0.1685,0.1975,0.8206
ctrgcn,coord_noise_moderate,26,jump up,276,1.0,0.3345,0.2429,0.6655
ctrgcn,coord_noise_moderate,27,make a phone call/answer phone,275,0.9079,0.0182,0.0202,0.8897
ctrgcn,coord_noise_moderate,28,playing with phone/tablet,275,0.6958,0.1879,0.2453,0.5079
ctrgcn,coord_noise_moderate,29,typing on a keyboard,275,0.737,0.3612,0.4027,0.3758
ctrgcn,coord_noise_moderate,30,pointing to something with finger,276,0.7862,0.5471,0.127,0.2391
ctrgcn,coord_noise_moderate,31,taking a selfie,276,0.8889,0.43,0.3112,0.4589
ctrgcn,coord_noise_moderate,32,check time (from watch),276,0.901,0.2959,0.2593,0.6051
ctrgcn,coord_noise_moderate,33,rub two hands together,276,0.9034,0.1703,0.1005,0.7331
ctrgcn,coord_noise_moderate,34,nod head/bow,276,0.971,0.7077,0.1042,0.2633
ctrgcn,coord_noise_moderate,35,shake head,275,0.9503,0.1455,0.0891,0.8048
ctrgcn,coord_noise_moderate,36,wipe face,276,0.8551,0.0314,0.0482,0.8237
ctrgcn,coord_noise_moderate,37,salute,276,0.93,0.4758,0.1394,0.4541
ctrgcn,coord_noise_moderate,38,put the palms together,276,0.9239,0.0664,0.0806,0.8575
ctrgcn,coord_noise_moderate,39,cross hands in front (say stop),276,0.936,0.4988,0.2226,0.4372
ctrgcn,coord_noise_moderate,40,sneeze/cough,276,0.7403,0.0749,0.0658,0.6655
ctrgcn,coord_noise_moderate,41,staggering,276,0.9867,0.2717,0.2373,0.715
ctrgcn,coord_noise_moderate,42,falling,275,0.9939,0.897,0.051,0.097
ctrgcn,coord_noise_moderate,43,touch head (headache),276,0.8345,0.2657,0.3333,0.5688
ctrgcn,coord_noise_moderate,44,touch chest (stomachache/heart pain),276,0.9215,0.25,0.1257,0.6715
ctrgcn,coord_noise_moderate,45,touch back (backache),276,0.9444,0.0833,0.0784,0.8611
ctrgcn,coord_noise_moderate,46,touch neck (neckache),276,0.8502,0.0676,0.0492,0.7826
ctrgcn,coord_noise_moderate,47,nausea or vomiting condition,275,0.8497,0.3806,0.0715,0.4691
ctrgcn,coord_noise_moderate,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.7515,0.3062,0.1794
ctrgcn,coord_noise_moderate,49,punching/slapping other person,274,0.9112,0.1107,0.1353,0.8005
ctrgcn,coord_noise_moderate,50,kicking other person,276,0.9541,0.0531,0.0673,0.901
ctrgcn,coord_noise_moderate,51,pushing other person,276,0.9722,0.0664,0.1028,0.9058
ctrgcn,coord_noise_moderate,52,pat on back of other person,276,0.9143,0.1606,0.139,0.7536
ctrgcn,coord_noise_moderate,53,point finger at the other person,276,0.913,0.2536,0.154,0.6594
ctrgcn,coord_noise_moderate,54,hugging other person,274,0.9878,0.3516,0.2911,0.6363
ctrgcn,coord_noise_moderate,55,giving something to other person,276,0.9372,0.0,0.0,0.9372
ctrgcn,coord_noise_moderate,56,touch other person's pocket,275,0.9382,0.0545,0.0852,0.8836
ctrgcn,coord_noise_moderate,57,handshaking,276,0.9589,0.1655,0.268,0.7935
ctrgcn,coord_noise_moderate,58,walking towards each other,273,0.9963,0.3187,0.2949,0.6777
ctrgcn,coord_noise_moderate,59,walking apart from each other,276,0.9638,0.2802,0.2172,0.6836
ctrgcn,frame_missing_moderate,0,drink water,274,0.8601,0.646,0.0182,0.2141
ctrgcn,frame_missing_moderate,1,eat meal/snack,275,0.7261,0.5903,0.062,0.1358
ctrgcn,frame_missing_moderate,2,brushing teeth,273,0.873,0.7534,0.1139,0.1197
ctrgcn,frame_missing_moderate,3,brushing hair,273,0.917,0.6496,0.1126,0.2674
ctrgcn,frame_missing_moderate,4,drop,275,0.8873,0.8327,0.0393,0.0545
ctrgcn,frame_missing_moderate,5,pickup,275,0.9697,0.7758,0.0837,0.1939
ctrgcn,frame_missing_moderate,6,throw,275,0.9321,0.8085,0.0111,0.1236
ctrgcn,frame_missing_moderate,7,sitting down,273,0.9683,0.8339,0.0448,0.1343
ctrgcn,frame_missing_moderate,8,standing up (from sitting position),273,0.9792,0.9475,0.0112,0.0317
ctrgcn,frame_missing_moderate,9,clapping,273,0.7741,0.7289,0.1033,0.0452
ctrgcn,frame_missing_moderate,10,reading,273,0.6496,0.3516,0.1403,0.2979
ctrgcn,frame_missing_moderate,11,writing,272,0.6201,0.2145,0.0571,0.4056
ctrgcn,frame_missing_moderate,12,tear up paper,271,0.9213,0.8081,0.0221,0.1132
ctrgcn,frame_missing_moderate,13,wear jacket,275,0.9782,0.8836,0.0145,0.0945
ctrgcn,frame_missing_moderate,14,take off jacket,276,0.9843,0.8394,0.0401,0.1449
ctrgcn,frame_missing_moderate,15,wear a shoe,273,0.8083,0.3333,0.054,0.475
ctrgcn,frame_missing_moderate,16,take off a shoe,274,0.8382,0.556,0.0327,0.2822
ctrgcn,frame_missing_moderate,17,wear on glasses,273,0.9084,0.7302,0.0208,0.1783
ctrgcn,frame_missing_moderate,18,take off glasses,274,0.944,0.6849,0.0471,0.2591
ctrgcn,frame_missing_moderate,19,put on a hat/cap,272,0.9596,0.7267,0.0334,0.2328
ctrgcn,frame_missing_moderate,20,take off a hat/cap,273,0.9744,0.6276,0.0933,0.3468
ctrgcn,frame_missing_moderate,21,cheer up,274,0.9258,0.9526,0.0132,-0.0268
ctrgcn,frame_missing_moderate,22,hand waving,274,0.9173,0.8783,0.0235,0.0389
ctrgcn,frame_missing_moderate,23,kicking something,276,0.9529,0.8382,0.0137,0.1147
ctrgcn,frame_missing_moderate,24,reach into pocket,274,0.8358,0.4562,0.0632,0.3796
ctrgcn,frame_missing_moderate,25,hopping (one foot jumping),275,0.9891,0.9285,0.0111,0.0606
ctrgcn,frame_missing_moderate,26,jump up,276,1.0,0.9686,0.0042,0.0314
ctrgcn,frame_missing_moderate,27,make a phone call/answer phone,275,0.9079,0.583,0.0782,0.3248
ctrgcn,frame_missing_moderate,28,playing with phone/tablet,275,0.6958,0.4036,0.0096,0.2921
ctrgcn,frame_missing_moderate,29,typing on a keyboard,275,0.737,0.4752,0.1622,0.2618
ctrgcn,frame_missing_moderate,30,pointing to something with finger,276,0.7862,0.7669,0.0456,0.0193
ctrgcn,frame_missing_moderate,31,taking a selfie,276,0.8889,0.7258,0.074,0.163
ctrgcn,frame_missing_moderate,32,check time (from watch),276,0.901,0.5797,0.0439,0.3213
ctrgcn,frame_missing_moderate,33,rub two hands together,276,0.9034,0.7114,0.0127,0.192
ctrgcn,frame_missing_moderate,34,nod head/bow,276,0.971,0.9444,0.0171,0.0266
ctrgcn,frame_missing_moderate,35,shake head,275,0.9503,0.7297,0.1231,0.2206
ctrgcn,frame_missing_moderate,36,wipe face,276,0.8551,0.6184,0.0513,0.2367
ctrgcn,frame_missing_moderate,37,salute,276,0.93,0.8889,0.0363,0.0411
ctrgcn,frame_missing_moderate,38,put the palms together,276,0.9239,0.8853,0.0021,0.0386
ctrgcn,frame_missing_moderate,39,cross hands in front (say stop),276,0.936,0.7319,0.0925,0.2041
ctrgcn,frame_missing_moderate,40,sneeze/cough,276,0.7403,0.494,0.0965,0.2464
ctrgcn,frame_missing_moderate,41,staggering,276,0.9867,0.7862,0.1447,0.2005
ctrgcn,frame_missing_moderate,42,falling,275,0.9939,0.9055,0.0275,0.0885
ctrgcn,frame_missing_moderate,43,touch head (headache),276,0.8345,0.5785,0.0218,0.256
ctrgcn,frame_missing_moderate,44,touch chest (stomachache/heart pain),276,0.9215,0.8273,0.0241,0.0942
ctrgcn,frame_missing_moderate,45,touch back (backache),276,0.9444,0.8237,0.0327,0.1208
ctrgcn,frame_missing_moderate,46,touch neck (neckache),276,0.8502,0.4879,0.0826,0.3623
ctrgcn,frame_missing_moderate,47,nausea or vomiting condition,275,0.8497,0.6509,0.0419,0.1988
ctrgcn,frame_missing_moderate,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.8255,0.0565,0.1055
ctrgcn,frame_missing_moderate,49,punching/slapping other person,274,0.9112,0.6898,0.0669,0.2214
ctrgcn,frame_missing_moderate,50,kicking other person,276,0.9541,0.8647,0.0387,0.0894
ctrgcn,frame_missing_moderate,51,pushing other person,276,0.9722,0.75,0.0453,0.2222
ctrgcn,frame_missing_moderate,52,pat on back of other person,276,0.9143,0.7669,0.0911,0.1473
ctrgcn,frame_missing_moderate,53,point finger at the other person,276,0.913,0.7657,0.0729,0.1473
ctrgcn,frame_missing_moderate,54,hugging other person,274,0.9878,0.899,0.0147,0.0888
ctrgcn,frame_missing_moderate,55,giving something to other person,276,0.9372,0.8092,0.0042,0.128
ctrgcn,frame_missing_moderate,56,touch other person's pocket,275,0.9382,0.6218,0.1512,0.3164
ctrgcn,frame_missing_moderate,57,handshaking,276,0.9589,0.6932,0.0163,0.2657
ctrgcn,frame_missing_moderate,58,walking towards each other,273,0.9963,0.9817,0.019,0.0147
ctrgcn,frame_missing_moderate,59,walking apart from each other,276,0.9638,0.9432,0.02,0.0205
ctrgcn,mixed_moderate,0,drink water,274,0.8601,0.1557,0.0208,0.7044
ctrgcn,mixed_moderate,1,eat meal/snack,275,0.7261,0.16,0.0317,0.5661
ctrgcn,mixed_moderate,2,brushing teeth,273,0.873,0.1233,0.0249,0.7497
ctrgcn,mixed_moderate,3,brushing hair,273,0.917,0.1477,0.0139,0.7692
ctrgcn,mixed_moderate,4,drop,275,0.8873,0.297,0.1055,0.5903
ctrgcn,mixed_moderate,5,pickup,275,0.9697,0.2097,0.0207,0.76
ctrgcn,mixed_moderate,6,throw,275,0.9321,0.2885,0.0545,0.6436
ctrgcn,mixed_moderate,7,sitting down,273,0.9683,0.2332,0.0678,0.735
ctrgcn,mixed_moderate,8,standing up (from sitting position),273,0.9792,0.2637,0.0532,0.7155
ctrgcn,mixed_moderate,9,clapping,273,0.7741,0.2405,0.09,0.5336
ctrgcn,mixed_moderate,10,reading,273,0.6496,0.0842,0.0097,0.5653
ctrgcn,mixed_moderate,11,writing,272,0.6201,0.1667,0.0598,0.4534
ctrgcn,mixed_moderate,12,tear up paper,271,0.9213,0.1907,0.0107,0.7306
ctrgcn,mixed_moderate,13,wear jacket,275,0.9782,0.2861,0.0056,0.6921
ctrgcn,mixed_moderate,14,take off jacket,276,0.9843,0.2041,0.0335,0.7802
ctrgcn,mixed_moderate,15,wear a shoe,273,0.8083,0.0879,0.0183,0.7204
ctrgcn,mixed_moderate,16,take off a shoe,274,0.8382,0.146,0.0167,0.6922
ctrgcn,mixed_moderate,17,wear on glasses,273,0.9084,0.2002,0.0602,0.7082
ctrgcn,mixed_moderate,18,take off glasses,274,0.944,0.2981,0.0635,0.646
ctrgcn,mixed_moderate,19,put on a hat/cap,272,0.9596,0.239,0.076,0.7206
ctrgcn,mixed_moderate,20,take off a hat/cap,273,0.9744,0.2747,0.0319,0.6996
ctrgcn,mixed_moderate,21,cheer up,274,0.9258,0.2725,0.0548,0.6533
ctrgcn,mixed_moderate,22,hand waving,274,0.9173,0.3212,0.1138,0.5961
ctrgcn,mixed_moderate,23,kicking something,276,0.9529,0.1594,0.0126,0.7935
ctrgcn,mixed_moderate,24,reach into pocket,274,0.8358,0.1399,0.0092,0.6959
ctrgcn,mixed_moderate,25,hopping (one foot jumping),275,0.9891,0.2448,0.0242,0.7442
ctrgcn,mixed_moderate,26,jump up,276,1.0,0.3128,0.0508,0.6872
